-1131111110.0,10,2222226220.0,-1111111110.0,7,1,2,1,-4,-1,7,2,-11,2,-77,-11,7,2,20,1,780,-10,7,2,7770,4,4440,1021031470.0,6,1
2,1,-4,-1,6,2,777770,6,444440,109110111147.0,6,1,-120,3,770,-110,6,0,0,0,0,0,0,0,0,0,0,0,0,0
-11311110,8,22226220,-11111110,6,1,2,1,-4,-1,6,2,-1570,4,9440,-110910,6,1,777,3,444,112113104,6,1,6,1,7777,4,4444,114115
770,3,440,1181190,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,3,440,1201210,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17770,5,94440,-11121220,7,1,20,2,40,-10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
